Hotel_ID,Hotel_Name
41_11,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (A nice apartment Sea view 28 floor Scencia Bay)"
42_9,"Căn hộ 43 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn hộ khách sạn cao cấp The Arena Cam Ranh Resort)"
25_2,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)"
24_26,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ ngắm hoàng hôn trên biển 2842)"
22_5,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (PANORAMA NHA TRANG APARTMENT)"
37_18,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama grand suite with bathtub)"
25_24,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)"
21_17,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Sunrise Mường Thanh Apartment)"
37_20,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- Căn hộ 1 phòng ngủ view biển)"
34_19,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Căn hộ biển sceniabay)"
21_30,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea and city view)"
7_27,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea view)"
11_6,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Scenia Bay Apartment for rent)"
32_18,"Căn hộ 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Highsea Goldcoast Superview Nha Trang)"
33_13,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Seaside Apartment Nha Trang )"
39_23,"Căn hộ 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Ocean View Apartment)"
36_20,"Căn hộ 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (The Moonlight Apm : Căn Hộ Mường Thanh 60 Trần Phú)"
23_23,"Căn hộ 500 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (MIRACLE LUXURY HOTEL)"
20_25,"Căn hộ 51 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- Căn Studio View biển)"
25_8,"Căn hộ 51 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- 2 phòng ngủ view xéo biển)"
30_28,"Căn hộ 51 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ mặt biển tuyệt đẹp phù hợp gia đình du lịch)"
41_6,"Căn hộ 52 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Apartment at Panorama Nha Trang City view)"
32_11,"Căn hộ 52 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ view biển Hòn Chồng - Host Lộc)"
23_19,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe City View)"
24_25,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe Ocean View)"
25_3,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Excutive Ocean View)"
25_29,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Family Ocean View)"
40_25,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Free Pool & Spa bath Panorama Nha Trang Luxury)"
28_16,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Grand ocean view balcony family suite )"
15_9,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Grand panoramic ocean view suite)"
37_9,"Căn hộ 55 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (2 bedrooms Family Stay Apartment - Beach-front)"
42_3,"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sunshine Cam Ranh Beach House - Nha Trang)"
42_13,"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vạn Thắng (LUXURY APARTMENT)"
40_12,"Căn hộ 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Căn hộ du lịch cao cấp)"
39_1,"Căn hộ 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (căn hộ du lịch mường thanh viễn triều)"
14_30,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (HUD Building )"
28_10,"Căn hộ 62 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Muong Thanh Apartment)"
32_1,"Căn hộ 65 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Maple apartment by the beach | 1 BR for family)"
18_20,"Căn hộ 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Muong Thanh Nha Trang Poli Apartment)"
23_2,"Căn hộ 66 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (SCENIA BAY RESIDENCE - NHA TRANG)"
38_27,"Căn hộ 66 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lam House Nha Trang Sea View)"
20_20,"Căn hộ 68 m² 1 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxury Apartment)"
42_28,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (An Binh Apartment)"
30_1,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (An's apartment)"
40_15,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Căn hộ Mường Thanh luxury)"
39_10,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (HOME NHA TRANG)"
23_9,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxury Apartment)"
40_14,"Căn hộ 69 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (You2 Muong Thanh Oceanus Apartments With City View)"
26_30,"Căn hộ 69 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (You2 Muong Thanh Oceanus Apartments With Sea View)"
28_4,"Căn hộ 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (2 Bedroom Appament S22.16)"
37_7,"Căn hộ 70 m² 1 phòng ngủ, 2 phòng tắm riêng ở Cam Hải Đông (Căn hộ cho 5 người lớn ở ALMA RESORT view biển )"
41_14,"Căn hộ 70 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Deluxe 2BR Apartment Beach Front on High Floor)"
17_15,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nice Sea View 2 Bedroom 2 BR Apartment near beach )"
28_15,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Shu's house)"
28_2,"Căn hộ 70 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (CĂN HỘ DU LỊCH BIỂN NHA TRANG - BOOK TOUR ĐẢO)"
40_16,"Căn hộ 70 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn 2416-Tòa OC3B Mường Thanh Viễn Triều)"
29_11,"Căn hộ 70 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn 2912 - Tòa OC2B- Mường Thanh Viễn Triều)"
29_8,"Căn hộ 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Deluxe Family OceanView 2 Bedroom,Oceanus HonChong)"
30_20,"Căn hộ 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Standard Seaview 2 Bedroom, Oceanus Hon Chong)"
34_7,"Căn hộ 72 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Li Beach Apartment)"
34_8,"Căn hộ 75 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Alma Resort in CamRanh (Căn hộ 5 sao trong resort))"
8_18,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment Partial Sea)"
42_5,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment Sea View)"
42_25,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment Side Sea View)"
40_30,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Sea View Apartment)"
28_22,"Căn hộ 79 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (You2 Muong Thanh Apartments 3Bedroom With SeaView)"
24_19,"Căn hộ 80 m² 11 phòng ngủ, 12 phòng tắm riêng ở Vĩnh Hải (Sea apartment)"
7_10,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Two adjacent family Panorama by HLG)"
25_18,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Green park 2 bedroom apartment)"
35_21,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vạn Thắng (House Of Melody)"
23_11,"Căn hộ 86 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony Luxury Apartment)"
23_22,"Căn hộ 86 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxuryApartment)"
33_23,"Căn hộ 90 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (NATA2912-3br apt near the beach)"
27_23,Căn hộ Mường Thanh Viễn Triều Nha Trang (Mường Thanh Viễn Triều Nha Trang Apartment)
10_18,Căn hộ cao cấp view biển do Anh quản lý (Luxury Seaview Apartments managed by Anh)
32_15,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (Đá Lết House)"
26_3,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (Đá Lết house)"
29_6,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ cao cấp giáp biển Trần Phú Nha Trang)"
24_4,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Căn hộ cao cấp View biển Trần Phú Nha Trang)"
8_30,Căn hộ studio 20 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Cozy .Place / Mountain View)
12_11,"Căn hộ studio 25 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Salt house, deluxe balcony room fully furnished)"
23_10,Căn hộ studio 35 m² có 1 phòng tắm riêng ở Lộc Thọ (Executive Sea-view Suite at 5* Hotel 1908B)
27_15,Căn hộ studio 35 m² có 1 phòng tắm riêng ở Vĩnh Phước ((Closed) Premium 2-views Scenia Bay Studio May May)
8_3,Căn hộ studio 37 m² có 0 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang With Pretty View)
40_27,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Beach Appartment Center Nha Trang City )
34_4,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (City View | Bathtub | Paranoma)
25_19,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Ha's Apartment With Panoramic CityView In NhaTrang)
34_9,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Sea View | Bathtub )
20_19,Căn hộ studio 45 m² có 1 phòng tắm riêng ở Quận 4 (Panorama )
41_29,Căn hộ studio 45 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Romantic sea view apartment)
27_14,Căn hộ studio 46 m² có 1 phòng tắm riêng ở Lộc Thọ (Panorama Palace Ocean View)
23_17,Căn hộ studio 55 m² có 1 phòng tắm riêng ở Tân Lập (JN Panorama Apartment)
23_3,Căn hộ studio 57 m² có 1 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang With Pretty View)
35_7,Căn hộ ở góc hướng biển (Seaview corner apartment)
4_25,Diamond Bay Hotel
12_3,FELIZ VILLA NHA TRANG
10_13,Gold Coast Nha Trang
16_4,Green Lighthouse (Green Lighthouse Hotel)
17_7,HANZ Beach Panorama Condo Hotel
26_4,HANZ Condo Hotel Muong Thanh Vien Trieu
10_14,HANZ Condo Hotel Panorama
16_2,HANZ Panorama Condo Hotel
4_13,Happy Star Hotel Nha Trang
17_19,Huong Condotel Wyndham Garden Cam Ranh
16_29,HÀO PHÁT HOTEL NHA TRANG
37_14,ISeaview Heritage Boutique Hotel
25_30,Ideal Time Apartment
14_29,KHU NGHỈ DƯỠNG ARENA CAM RANH (KHU NGHỈ DƯỠNG THE ARENA CAM RANH)
7_26,Khu Nghỉ Dưỡng Radisson Blu Vịnh Cam Ranh (Radisson Blu Resort Cam Ranh)
10_19,Khu nghỉ dưỡng Cam Ranh (Resort Cam Ranh )
11_27,Khách Sạn Crown Nguyên Hoàng (Crown Nguyen Hoang Hotel)
20_2,Khách Sạn MerPerle Beach (MerPerle Beach Hotel)
19_15,Khách sạn An Thịnh 2
12_20,Khách sạn Bình An (Binh An Hotel Nha Trang)
4_16,Khách sạn Dqua (DQua Hotel)
4_23,Khách sạn Havana  Nha Trang (Havana Nha Trang Hotel)
11_17,Khách sạn LeMore Nha Trang (LeMore Hotel Nha Trang)
8_15,Khách sạn Nhi Phi (Nhi Phi Hotel Nha Trang)
4_20,Khách sạn Orbit (Orbit Hotel)
4_10,Khách sạn Poseidon Nha Trang (Poseidon Nha Trang Hotel)
4_17,Khách sạn Red Sun Nha Trang (Red Sun Nha Trang Hotel)
15_1,Khách sạn Sao Việt Nha Trang (Sao Viet Nha Trang Hotel)
6_10,Khách sạn Starlet (Starlet Hotel Nha Trang)
14_9,Khách sạn Thiên Trường (Thien Truong Hotel)
36_14,Khách sạn Vân Nam Nha Trang (Van Nam Hotel Nha Trang)
32_4,King Hotel
11_21,La Paloma Villa
4_26,La Sera Suites Nha Trang
12_1,Like Family Hotel
30_8,LoKa Hotel
15_18,Muong Thanh Apartments
13_21,Muong Thanh Nha Trang Hotel & Apartment
17_14,Muong Thanh Vien Trieu Apartment Review Nha Trang
36_5,Mường Thanh Viễn Triều - Thái Hà Nha Trang
14_8,Ngói Casa - Marina Villa
24_6,Ngôi nhà Ngọt ngào trên Bãi biển Cam Ranh (Sweet Home on Cam Ranh Beach)
36_4,Nha Trang Alpha
14_16,"Nha Trang Marriott Resort & Spa, Hon Tre Island"
42_17,Nha Trang Oceanfront Luxury Villa Anh Nguyen
37_23,Nha Trang Wonderland Apartment 13
37_13,Nha Trang Wonderland Apartment 15
37_19,Nha Trang Wonderland Apartment 42
9_26,Nhà khách OYO 745 Minh Đức (OYO 745 Minh Duc Guest House)
37_10,"Nhà mặt đất 100 m² 3 phòng ngủ, 3 phòng tắm riêng ở Xương Huân (Amore House the great homestay in Nha Trang beach)"
25_23,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))"
39_18,"Nhà mặt đất 20 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG (SINGLE ROOM))"
29_1,"Nhà mặt đất 200 m² 8 phòng ngủ, 5 phòng tắm riêng ở Vĩnh Phước (Homestay Ocean View)"
26_28,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Beautiful balcony studio suitable for long stay)"
24_28,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG (SINGLE ROOM))"
7_15,"Nhà mặt đất 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))"
25_28,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Hải (Phuong Nam homes)"
25_11,"Nhà mặt đất 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Family house)"
27_24,"Nhà mặt đất 80 m² 2 phòng ngủ, 1 phòng tắm riêng ở Phước Hòa (EMOI home 8mins to the beach for family & friends)"
39_4,Nhà mặt đất studio 22 m² có 1 phòng tắm riêng ở Tân Lập (COSTAL HOME - Central Square - BEACH only 200m)
19_12,"Nhà riêng 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Tiến (R1• 12NM Annie.homestay【Solo/Couple balcony room】)"
20_5,"Nhà riêng 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Tân Lập (Khách sạn Hòa An)"
42_14,"Nhà riêng 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Studio Appartment seaview S35.15)"
23_29,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Ivory Elegance Parkview 2 bedroom apartment)"
40_23,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Appartment 2BR seaview S35.08)"
38_3,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Appartment for Family 2Bedroom)"
7_3,"Nhà riêng 100 m² 4 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy Tropical 4 Bedroom Apartment)"
31_16,"Nhà riêng 200 m² 2 phòng ngủ, 3 phòng tắm riêng ở Vĩnh Thái (Summer Holiday House in Nha Trang)"
42_24,"Nhà riêng 214 m² 2 phòng ngủ, 3 phòng tắm riêng ở Biển Bãi Dài (Enjoy villa with beautiful beach!)"
30_23,"Nhà riêng 24 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Mặt bằng vàng để kinh doanh )"
40_18,"Nhà riêng 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Room#101 - Garden view- H2B Homestay)"
36_7,"Nhà riêng 270 m² 4 phòng ngủ, 4 phòng tắm riêng ở Vĩnh Trường (Fisherman's village)"
30_17,"Nhà riêng 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang by HLG)"
20_22,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Central Oceanview Family Studio)"
30_30,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Central Seaview Apartment with Private Beach)"
23_18,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Central Seaview Studio with Private Beach)"
27_29,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seaview Studio with Private Beach)"
30_29,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Trường (Seaview Apartment with Private Beach)"
43_23,"Nhà riêng 350 m² 4 phòng ngủ, 5 phòng tắm riêng ở Cam Hải Đông (Venaestas)"
40_24,"Nhà riêng 400 m² 4 phòng ngủ, 2 phòng tắm riêng ở Phước Hạ (Nhà vườn sinh thái phố biển Nha Trang)"
11_3,"Nhà riêng 400 m² 4 phòng ngủ, 5 phòng tắm riêng ở Dốc Lết (NHÀ NGHỈ & HOMESTAY PHẠM GIA)"
27_7,"Nhà riêng 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Luxury suite Panorama Nha Trang by HLG)"
31_12,"Nhà riêng 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Amazing Suite Ocean View w/ Balcony, Gym, Pool )"
20_30,"Nhà riêng 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (iBeachfront Studio center balcony)"
21_24,"Nhà riêng 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (iSeaview Panorama Apt, free gym pool in center)"
21_1,"Nhà riêng 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (iSuperview 2 big beds Std gym, pool in center)"
39_25,"Nhà riêng 45 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Luxury Ocean View 2 Bed Room Apartment)"
23_24,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Beachfront house)"
36_1,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The @Empyrean Đẹp View Biển)"
22_22,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Empyrean Đẹp View Biển)"
21_28,"Nhà riêng 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Center Mountain view Apt free gym and pool)"
22_3,"Nhà riêng 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Holi Panorama ocean view suite - highfloor balcony)"
20_26,"Nhà riêng 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (iSuperview Panorama Family Std gym pool in center)"
32_12,"Nhà riêng 57 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Gold coast studio ocean view)"
13_19,"Nhà riêng 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Home Auntie 8)"
20_15,"Nhà riêng 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ 2 phòng ngủ view bãi biển Hòn Chồng)"
34_28,"Nhà riêng 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ nghỉ dưỡng giá rẻ)"
8_28,"Nhà riêng 67 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (NK Vien Trieu Apartment)"
7_30,"Nhà riêng 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy Sea View - Family 2 Bedroom)"
31_2,"Nhà riêng 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nice view 2 Bedroom + Balcony, Beachfront)"
32_25,"Nhà riêng 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Ans Houze 1222 oc2B)"
13_25,"Nhà riêng 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Partial Sea View : Two Bedroom & Washing Machine)"
35_25,"Nhà riêng 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Phước Tiến (JOIE HOME - A vibrant full house with 2 bedrooms)"
34_22,"Nhà riêng 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Lovely, new 2 bedroom apartment)"
39_2,"Nhà riêng 80 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn Hộ 3 Phòng Ngủ)"
19_30,"Nhà riêng 82 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Luxury Sea View : Four Bedroom & Washing Machine)"
28_19,"Nhà trệt 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Hạ (Z Camp Nha Trang)"
39_3,Noble Swan Residence & Hotel Nha Trang
9_15,OYO 1028 Căn Hộ Flower House (OYO 1028 Flower House Apartment)
15_3,Ocean view Cam Ranh - The Arena
4_19,PANAMA Nha Trang Hotel
7_4,Pandora Panorama Nha Trang
7_9,Panorama Center Ocean View
12_24,Panorama Nha Trang Condotel
7_11,Phan Gia Xanh Garden
6_23,Potique Hotel
11_29,Premiere Beachfront Arena Cam Ranh - VT Group
18_4,Rosemary Home @ Bai Dai Beach Nha Trang
17_9,SPOT ON 1218 Nha Nghi Hung Thinh
7_6,Saphia hotel Nha Trang
15_20,Seaside Cam Ranh Apartment
6_26,Selena Panorama Nha Trang
11_25,Six Senses Ninh Vân Bay (Six Senses Ninh Van Bay)
28_3,Suite 4528 by Phi Yen Muong Thanh 60 Apartment
34_26,Sun and Sea Mường Thanh Holidays (Sun and Sea Muong Thanh Holidays)
42_22,Thanh Hien Villa
19_14,The Athena Villas Garden
9_14,The Pool Villa Cam Ranh - All Private Pool Villas
12_9,The View Hotel
18_5,Thời Bình Hotel
4_29,Trieu Khang Hotel
38_26,Uyên Phương Hotel Nha Trang
16_5,Victor Condotel Cam Ranh
30_24,Victor Group - Sam Sam Cam Ranh Condotel
27_21,Victory's House Ngoc Hoa
8_21,Western Seaview (The Arena Cam Ranh)
14_14,Wyndham Grand KN Paradise Cam Ranh
